gene_id,Satrom-mRNA-12hT_CTTGTA_L002_001
LOC105243192,2
LOC105243193,0
LOC105243194,38
LOC105243196,0
LOC105243197,0
LOC105243198,0
LOC105243200,0
LOC105243202,0
LOC105243203,0
LOC105243205,6
LOC105243207,2
LOC105243208,4
LOC105243209,0
LOC105243210,0
LOC105243211,15
LOC105243212,31
LOC105243213,65
LOC105243215,3
LOC105243217,2
LOC105243218,0
LOC105243219,0
LOC105243220,0
LOC105243221,0
LOC105243222,0
LOC105243223,0
LOC105243224,0
LOC105243225,1
LOC105243226,0
LOC105243227,0
LOC105243228,0
LOC105243229,0
LOC105243230,0
LOC105243231,0
LOC105243233,2
LOC105243235,0
LOC105243236,10
LOC105243237,0
LOC105243238,15
LOC105243239,2
LOC105243241,24
LOC105243242,2
LOC105243243,0
LOC105243244,0
LOC105243245,0
LOC105243246,0
LOC105243247,0
LOC105243249,6
LOC105243251,0
LOC105243252,0
LOC105243253,0
LOC105243254,0
LOC105243255,13
LOC105243257,0
LOC105243258,0
LOC105243259,0
LOC105243260,10
LOC105243261,5
LOC105243262,0
LOC105243264,0
LOC105243265,0
LOC105243266,0
LOC105243267,0
LOC105243268,0
LOC105243269,4
LOC105243271,40
LOC105243273,2
LOC105243274,0
LOC105243276,0
LOC105243277,2
LOC105243278,0
LOC105243279,0
LOC105243280,0
LOC105243281,0
LOC105243282,0
LOC105243283,0
LOC105243284,0
LOC105243285,2
LOC105243286,0
LOC105243287,0
LOC105243288,0
LOC105243289,7
LOC105243290,0
LOC105243291,0
LOC105243292,0
LOC105243293,0
LOC105243294,0
LOC105243295,0
LOC105243297,7
LOC105243298,20
LOC105243299,10
LOC105243300,0
LOC105243301,0
LOC105243302,0
LOC105243303,0
LOC105243304,0
LOC105243305,7
LOC105243306,5
LOC105243307,10
LOC105243310,0
LOC105243311,103
LOC105243312,24
LOC105243314,74
LOC105243315,26
LOC105243316,221
LOC105243317,3
LOC105243318,6
LOC105243320,0
LOC105243321,0
LOC105243322,0
LOC105243323,0
LOC105243327,0
LOC105243328,0
LOC105243329,0
LOC105243330,0
LOC105243331,0
LOC105243332,0
LOC105243334,4
LOC105243335,602
LOC105243337,4
LOC105243339,0
LOC105243340,0
LOC105243341,2
LOC105243343,0
LOC105243344,0
LOC105243345,0
LOC105243346,0
LOC105243347,0
LOC105243349,0
LOC105243350,0
LOC105243351,14
LOC105243352,0
LOC105243353,0
LOC105243354,0
LOC105243355,4
LOC105243356,5
LOC105243357,1
LOC105243358,0
LOC105243359,0
LOC105243360,1
LOC105243361,5
LOC105243362,0
LOC105243363,0
LOC105243364,0
LOC105243365,85
LOC105243366,0
LOC105243367,0
LOC105243368,0
LOC105243369,0
LOC105243370,0
LOC105243371,0
LOC105243373,0
LOC105243374,8
LOC105243376,9
LOC105243378,0
LOC105243384,0
LOC105243385,14
LOC105243387,0
LOC105243388,134
LOC105243389,12
LOC105243390,4
LOC105243391,11
LOC105243393,0
LOC105243394,0
LOC105243395,0
LOC105243396,0
LOC105243397,0
LOC105243398,0
LOC105243400,31
LOC105243402,4
LOC105243403,5
LOC105243405,0
LOC105243406,0
LOC105243408,6
LOC105243409,0
LOC105243410,0
LOC105243411,0
LOC105243412,0
LOC105243414,0
LOC105243416,0
LOC105243417,0
LOC105243419,0
LOC105243420,0
LOC105243422,12
LOC105243423,0
LOC105243424,0
LOC105243425,0
LOC105243426,0
LOC105243427,6
LOC105243428,0
LOC105243429,10
LOC105243430,5
LOC105243431,6
LOC105243432,2
LOC105243433,0
LOC105243435,0
LOC105243436,0
LOC105243437,1
LOC105243438,21
LOC105243439,2
LOC105243440,2
LOC105243441,0
LOC105243444,9
LOC105243445,0
LOC105243446,0
LOC105243447,0
LOC105243448,17
LOC105243451,9
LOC105243452,19
LOC105243453,0
LOC105243455,0
LOC105243456,0
LOC105243457,0
LOC105243458,0
LOC105243459,0
LOC105243460,0
LOC105243461,0
LOC105243462,0
LOC105243464,26
LOC105243465,0
LOC105243466,0
LOC105243467,1
LOC105243468,0
LOC105243469,0
LOC105243470,0
LOC105243471,0
LOC105243472,0
LOC105243473,23
LOC105243474,0
LOC105243476,0
LOC105243477,0
LOC105243478,0
LOC105243482,0
LOC105243483,0
LOC105243484,9
LOC105243485,0
LOC105243486,0
LOC105243487,0
LOC105243489,4
LOC105243491,0
LOC105243492,2
LOC105243494,1
LOC105243495,4
LOC105243496,0
LOC105243499,0
LOC105243500,0
LOC105243501,0
LOC105243502,0
LOC105243503,0
LOC105243504,0
LOC105243505,0
LOC105243506,0
LOC105243507,0
LOC105243508,14
LOC105243509,0
LOC105243511,4
LOC105243512,0
LOC105243513,0
LOC105243515,0
LOC105243516,0
LOC105243517,9
LOC105243518,2
LOC105243519,0
LOC105243520,0
LOC105243523,0
LOC105243524,0
LOC105243525,0
LOC105243526,0
LOC105243527,0
LOC105243528,0
LOC105243530,7
LOC105243531,0
LOC105243532,0
LOC105243533,0
LOC105243534,0
LOC105243536,29
LOC105243537,0
LOC105243538,0
LOC105243539,0
LOC105243540,2
LOC105243541,0
LOC105243542,0
LOC105243543,0
LOC105243544,0
LOC105243545,0
LOC105243546,0
LOC105243547,0
LOC105243548,1
LOC105243549,0
LOC105243550,0
LOC105243551,0
LOC105243552,0
LOC105243553,12
LOC105243554,16
LOC105243555,0
LOC105243556,0
LOC105243557,8
LOC105243558,5
LOC105243559,0
LOC105243560,0
LOC105243561,0
LOC105243562,0
LOC105243563,0
LOC105243565,0
LOC105243566,0
LOC105243567,0
LOC105243569,0
LOC105243570,0
LOC105243571,0
LOC105243572,0
LOC105243573,22
LOC105243574,0
LOC105243575,0
LOC105243577,5
LOC105243578,0
LOC105243579,0
LOC105243580,0
LOC105243581,0
LOC105243582,2
LOC105243583,6
LOC105243585,0
LOC105243592,11
LOC105243593,14
LOC105243594,0
LOC105243595,0
LOC105243596,0
LOC105243597,0
LOC105243599,0
LOC105243601,0
LOC105243604,4
LOC105243606,61
LOC105243607,0
LOC105243610,0
LOC105243612,2
LOC105243623,4
LOC105243624,0
LOC105243627,0
LOC105243634,8
LOC105243636,22
LOC105243637,34
LOC105243642,32
LOC105243644,0
LOC105243645,27
LOC105243646,0
LOC105243647,0
LOC105243648,3
LOC105243649,4
LOC105243650,0
LOC105243651,3
LOC105243653,75
LOC105243655,0
LOC105243656,0
LOC105243657,2
LOC105243658,0
LOC105243659,0
LOC105243660,0
LOC105243661,4
LOC105243665,0
LOC105243666,2
LOC105243667,0
LOC105243668,16
LOC105243671,0
LOC105243672,6
LOC105243673,0
LOC105243674,0
LOC105243675,0
LOC105243676,1
LOC105243677,0
LOC105243678,0
LOC105243679,0
LOC105243680,0
LOC105243681,3
LOC105243682,2
LOC105243684,0
LOC105243685,0
LOC105243686,0
LOC105243687,0
LOC105243688,0
LOC105243691,0
LOC105243692,4
LOC105243693,0
LOC105243695,1
LOC105243696,0
LOC105243697,0
LOC105243698,0
LOC105243699,12
LOC105243700,0
LOC105243701,2
LOC105243702,0
LOC105243703,0
LOC105243704,21
LOC105243706,0
LOC105243708,0
LOC105243709,0
LOC105243712,0
LOC105243714,0
LOC105243715,0
LOC105243716,0
LOC105243719,2
LOC105243720,0
LOC105243722,0
LOC105243723,2
LOC105243724,0
LOC105243725,27
LOC105243726,0
LOC105243727,1
LOC105243729,6
LOC105243730,0
LOC105243731,27
LOC105243732,0
LOC105243734,0
LOC105243735,1
LOC105243737,0
LOC105243738,0
LOC105243739,6
LOC105243740,0
LOC105243741,0
LOC105243742,0
LOC105243743,0
LOC105243744,0
LOC105243746,0
LOC105243747,1
LOC105243748,0
LOC105243749,0
LOC105243761,85
LOC105243765,0
LOC105243769,0
LOC105243774,0
LOC105243775,0
LOC105243776,4
LOC105243777,0
LOC105243782,0
LOC105243785,0
LOC105243790,11
LOC105243791,0
LOC105243794,6
LOC105243797,0
LOC105243798,0
LOC105243800,0
LOC105243802,22
LOC105243804,0
LOC105243808,0
LOC105243814,0
LOC105243816,0
LOC105243821,2
LOC105243825,0
LOC105243828,0
LOC105243832,2
LOC105243834,0
LOC105243837,24
LOC105243841,0
LOC105243848,0
LOC105243849,0
LOC105243850,33
LOC105243851,0
LOC105243852,4
LOC105243853,0
LOC105243854,0
LOC105243855,0
LOC105243856,6
LOC105243857,0
LOC105243858,0
LOC105243859,17
LOC105243860,0
LOC105243861,0
LOC105243862,14
LOC105243863,0
LOC105243864,0
LOC105243865,0
LOC105243866,0
LOC105243867,0
LOC105243868,0
LOC105243869,0
LOC105243870,0
LOC105243871,0
LOC105243872,0
LOC105243874,0
LOC105243875,0
LOC105243876,0
LOC105243877,17
LOC105243878,0
LOC105243879,0
LOC105243880,0
LOC105243881,5
LOC105243882,4
LOC105243883,0
LOC105243884,0
LOC105243885,0
LOC105243886,2
LOC105243887,2
LOC105243888,8
LOC105243889,0
LOC105243890,0
LOC105243891,0
LOC105243892,0
LOC105243893,0
LOC105243894,0
LOC105243895,0
LOC105243896,0
LOC105243897,7
LOC105243898,0
LOC105243899,2
LOC105243900,0
LOC105243901,0
LOC105243902,0
LOC105243903,18
LOC105243904,0
LOC105243905,0
LOC105243906,0
LOC105243907,2
LOC105243908,0
LOC105243909,12
LOC105243910,0
LOC105243911,0
LOC105243912,0
LOC105243913,0
LOC105243914,0
LOC105243915,1
LOC105243916,0
LOC105243917,0
LOC105243918,0
LOC105243919,0
LOC105243920,0
LOC105243921,0
LOC105243922,0
LOC105243923,0
LOC105243924,0
LOC105243925,9
LOC105243926,0
LOC105243927,0
LOC105243928,0
LOC105243929,6
LOC105243930,0
LOC105243931,2
LOC105243932,0
LOC105243933,5
LOC105243934,1
LOC105243935,0
LOC105243936,0
LOC105243937,2
LOC105243938,12
LOC105243939,0
LOC105243940,0
LOC105243941,1
LOC105243942,32
LOC105243943,0
LOC105243944,0
LOC105243945,0
LOC105243946,1
LOC105243947,0
LOC105243948,164
LOC105243949,4
LOC105243950,0
LOC105243951,0
LOC105243952,0
LOC105243953,0
LOC105243954,2
LOC105243955,0
LOC105243956,12
LOC105243957,0
LOC105243958,0
LOC105243959,0
LOC105243960,0
LOC105243961,8
LOC105243962,100
LOC105243963,0
LOC105243964,0
LOC105243965,0
LOC105243966,4
LOC105243967,27
LOC105243968,72
LOC105243969,68
LOC105243970,6
LOC105243972,0
LOC105243973,0
LOC105243974,3
LOC105243975,0
LOC105243976,0
LOC105243978,0
LOC105243979,2
LOC105243980,0
LOC105243981,3
LOC105243982,0
LOC105243983,0
LOC105243984,0
LOC105243985,2
LOC105243986,2
LOC105243987,0
LOC105243988,3
LOC105243989,0
LOC105243990,1
LOC105243991,0
LOC105243992,0
LOC105243993,0
LOC105243994,0
LOC105243995,1
LOC105243996,0
LOC105243997,0
LOC105243998,0
LOC105243999,0
LOC105244000,0
LOC105244001,0
LOC105244002,0
LOC105244003,0
LOC105244004,0
LOC105244005,0
LOC105244006,64710
LOC105244007,85
LOC105244008,0
LOC105244009,0
LOC105244010,150
LOC105244011,0
LOC105244012,59
LOC105244013,0
LOC105244014,0
LOC105244015,0
LOC105244016,0
LOC105244017,20
LOC105244018,0
LOC105244019,0
LOC105244020,0
LOC105244021,0
LOC105244022,25
LOC105244023,14
LOC105244024,25
LOC105244025,0
LOC105244026,6
LOC105244027,31
LOC105244028,0
LOC105244029,0
LOC105244030,0
LOC105244031,0
LOC105244032,0
LOC105244033,0
LOC105244034,21
LOC105244035,0
LOC105244036,10
LOC105244037,40
LOC105244038,0
LOC105244040,3
LOC105244041,1
LOC105244042,0
LOC105244043,0
LOC105244044,0
LOC105244045,0
LOC105244046,0
LOC105244047,0
LOC105244048,0
LOC105244049,0
LOC105244050,0
LOC105244051,0
LOC105244052,0
LOC105244053,0
LOC105244054,0
LOC105244055,0
LOC105244056,0
LOC105244057,8
LOC105244058,1
LOC105244059,3
LOC105244060,0
LOC105244061,22
LOC105244062,0
LOC105244063,0
LOC105244064,2
LOC105244065,0
LOC105244066,0
LOC105244067,0
LOC105244068,0
LOC105244069,2
LOC105244070,0
LOC105244071,0
LOC105244072,0
LOC105244073,0
LOC105244074,0
LOC105244075,0
LOC105244076,0
LOC105244077,0
LOC105244078,1
LOC105244079,0
LOC105244080,0
LOC105244081,0
LOC105244082,0
LOC105244083,6
LOC105244084,0
LOC105244085,2
LOC105244086,3
LOC105244087,10
LOC105244088,37
LOC105244089,0
LOC105244090,0
LOC105244091,0
LOC105244092,0
LOC105244093,0
LOC105244094,12
LOC105244095,0
LOC105244096,0
LOC105244097,0
LOC105244098,0
LOC105244099,0
LOC105244100,0
LOC105244101,0
LOC105244102,105
LOC105244103,0
LOC105244104,0
LOC105244105,29
LOC105244106,2
LOC105244107,2
LOC105244108,0
LOC105244109,0
LOC105244110,0
LOC105244111,0
LOC105244112,12
LOC105244113,10
LOC105244114,20
LOC105244115,0
LOC105244116,4
LOC105244117,3
LOC105244118,4
LOC105244119,0
LOC105244120,0
LOC105244121,0
LOC105244122,7
LOC105244123,0
LOC105244124,0
LOC105244125,0
LOC105244126,8
LOC105244127,12
LOC105244128,1
LOC105244129,0
LOC105244130,0
LOC105244131,4
LOC105244132,0
LOC105244133,0
LOC105244134,0
LOC105244135,0
LOC105244136,0
LOC105244137,2
LOC105244138,0
LOC105244139,0
LOC105244140,0
LOC105244141,0
LOC105244142,0
LOC105244143,0
LOC105244144,0
LOC105244145,0
LOC105244146,0
LOC105244147,0
LOC105244148,0
LOC105244149,0
LOC105244150,35
LOC105244151,0
LOC105244152,16
LOC105244153,0
LOC105244154,0
LOC105244156,0
LOC105244157,0
LOC105244158,0
LOC105244159,0
LOC105244160,0
LOC105244161,4
LOC105244162,0
LOC105244164,5
LOC105244165,0
LOC105244166,0
LOC105244167,2
LOC105244168,37
LOC105244170,0
LOC105244171,0
LOC105244172,0
LOC105244173,4
LOC105244174,24
LOC105244176,1
LOC105244177,3
LOC105244178,0
LOC105244179,43
LOC105244180,0
LOC105244181,0
LOC105244182,0
LOC105244183,126
LOC105244184,0
LOC105244185,0
LOC105244186,0
LOC105244187,1
LOC105244188,0
LOC105244189,0
LOC105244190,0
LOC105244191,0
LOC105244192,39
LOC105244193,0
LOC105244194,0
LOC105244195,0
LOC105244196,0
LOC105244197,2
LOC105244198,0
LOC105244199,0
LOC105244200,1
LOC105244201,0
LOC105244202,0
LOC105244203,2
LOC105244204,0
LOC105244205,0
LOC105244206,0
LOC105244207,0
LOC105244208,79
LOC105244209,0
LOC105244210,8
LOC105244211,160
LOC105244212,54
LOC105244213,0
LOC105244214,0
LOC105244215,0
LOC105244216,0
LOC105244217,0
LOC105244218,5
LOC105244219,0
LOC105244220,22
LOC105244221,0
LOC105244222,0
LOC105244223,2
LOC105244224,4
LOC105244225,12
LOC105244226,5
LOC105244227,8
LOC105244228,1
LOC105244229,10
LOC105244230,0
LOC105244231,2
LOC105244232,0
LOC105244233,0
LOC105244234,0
LOC105244235,0
LOC105244236,0
LOC105244237,0
LOC105244238,0
LOC105244239,0
LOC105244240,19
LOC105244241,0
LOC105244242,5
LOC105244243,0
LOC105244244,0
LOC105244245,0
LOC105244246,0
LOC105244247,0
LOC105244248,0
LOC105244249,0
LOC105244250,0
LOC105244251,10
LOC105244252,5
LOC105244253,0
LOC105244254,2
LOC105244255,63
LOC105244256,2
LOC105244257,0
LOC105244258,0
LOC105244259,0
LOC105244260,0
LOC105244261,0
LOC105244262,0
LOC105244263,0
LOC105244264,0
LOC105244265,0
LOC105244266,0
LOC105244267,1
LOC105244268,0
LOC105244269,0
LOC105244270,0
LOC105244271,0
LOC105244272,1
LOC105244273,0
LOC105244274,0
LOC105244275,406
LOC105244276,2
LOC105244277,42
LOC105244278,1
LOC105244279,0
LOC105244280,0
LOC105244281,38
LOC105244282,57
LOC105244283,2
LOC105244284,0
LOC105244285,2
LOC105244286,2
LOC105244287,1
LOC105244288,0
LOC105244289,0
LOC105244290,2
LOC105244291,0
LOC105244292,0
LOC105244293,26
LOC105244294,0
LOC105244295,0
LOC105244296,0
LOC105244297,0
LOC105244298,7
LOC105244299,0
LOC105244300,2
LOC105244301,0
LOC105244302,92
LOC105244303,0
LOC105244304,0
LOC105244305,0
LOC105244306,0
LOC105244307,0
LOC105244308,0
LOC105244309,0
LOC105244310,0
LOC105244311,0
LOC105244312,0
LOC105244313,0
LOC105244314,0
LOC105244315,0
LOC105244316,0
LOC105244317,4
LOC105244318,0
LOC105244319,0
LOC105244320,1
LOC105244321,0
LOC105244322,0
LOC105244323,0
LOC105244324,0
LOC105244325,1
LOC105244326,0
LOC105244327,0
LOC105244328,2
LOC105244329,8
LOC105244330,0
LOC105244331,0
LOC105244332,0
LOC105244333,3
LOC105244334,16
LOC105244335,1
LOC105244336,22
LOC105244337,70
LOC105244338,0
LOC105244339,7
LOC105244340,3
LOC105244341,0
LOC105244342,132
LOC105244343,1
LOC105244344,10
LOC105244345,53
LOC105244346,1
LOC105244347,2
LOC105244348,0
LOC105244349,0
LOC105244350,0
LOC105244351,0
LOC105244352,0
LOC105244353,4
LOC105244354,21
LOC105244355,45
LOC105244356,9
LOC105244357,1
LOC105244358,0
LOC105244359,0
LOC105244360,0
LOC105244361,0
LOC105244362,0
LOC105244363,59
LOC105244364,21
LOC105244365,6
LOC105244366,42
LOC105244367,2
LOC105244368,1
LOC105244369,0
LOC105244370,0
LOC105244371,0
LOC105244372,0
LOC105244373,0
LOC105244374,0
LOC105244375,0
LOC105244376,0
LOC105244377,0
LOC105244378,0
LOC105244379,3
LOC105244380,0
LOC105244381,0
LOC105244382,0
LOC105244383,0
LOC105244384,0
LOC105244385,0
LOC105244386,0
LOC105244387,0
LOC105244388,538
LOC105244389,121
LOC105244390,0
LOC105244391,0
LOC105244392,8
LOC105244393,0
LOC105244394,0
LOC105244395,7
LOC105244396,72
LOC105244397,0
LOC105244398,13
LOC105244399,15
LOC105244400,0
LOC105244401,42
LOC105244402,31
LOC105244403,2
LOC105244404,0
LOC105244405,2
LOC105244406,0
LOC105244407,0
LOC105244408,6
LOC105244409,2
LOC105244410,0
LOC105244411,0
LOC105244412,0
LOC105244413,46
LOC105244414,0
LOC105244415,0
LOC105244416,0
LOC105244417,0
LOC105244418,0
LOC105244419,0
LOC105244420,0
LOC105244421,0
LOC105244422,0
LOC105244423,1
LOC105244424,0
LOC105244425,1
LOC105244426,0
LOC105244427,8
LOC105244428,0
LOC105244429,0
LOC105244430,15
LOC105244431,0
LOC105244432,8
LOC105244433,0
LOC105244434,0
LOC105244435,0
LOC105244436,0
LOC105244437,0
LOC105244438,0
LOC105244439,2
LOC105244440,0
LOC105244441,0
LOC105244442,0
LOC105244443,0
LOC105244444,0
LOC105244445,0
LOC105244446,0
LOC105244447,0
LOC105244448,2
LOC105244449,1
LOC105244450,0
LOC105244451,0
LOC105244452,2
LOC105244453,5
LOC105244454,0
LOC105244455,0
LOC105244456,0
LOC105244457,0
LOC105244458,0
LOC105244459,0
LOC105244460,0
LOC105244461,0
LOC105244462,4
LOC105244463,14
LOC105244464,0
LOC105244465,0
LOC105244466,2
LOC105244467,139
LOC105244468,0
LOC105244469,0
LOC105244470,0
LOC105244471,0
LOC105244472,0
LOC105244473,0
LOC105244474,0
LOC105244475,25
LOC105244476,0
LOC105244477,8
LOC105244478,1
LOC105244479,2
LOC105244480,0
LOC105244481,0
LOC105244482,0
LOC105244483,2
LOC105244484,97
LOC105244485,0
LOC105244486,0
LOC105244487,0
LOC105244488,14
LOC105244489,15
LOC105244490,41
LOC105244491,47
LOC105244492,1
LOC105244493,0
LOC105244494,7
LOC105244495,4
LOC105244496,0
LOC105244497,0
LOC105244498,7
LOC105244499,0
LOC105244500,0
LOC105244501,19
LOC105244502,0
LOC105244503,0
LOC105244504,0
LOC105244505,5
LOC105244506,11
LOC105244507,0
LOC105244508,2
LOC105244509,0
LOC105244510,0
LOC105244511,0
LOC105244512,48
LOC105244513,0
LOC105244514,0
LOC105244515,0
LOC105244516,0
LOC105244517,0
LOC105244518,0
LOC105244519,0
LOC105244520,1
LOC105244521,0
LOC105244522,0
LOC105244523,0
LOC105244524,0
LOC105244525,0
LOC105244526,0
LOC105244527,0
LOC105244528,0
LOC105244529,0
LOC105244530,0
LOC105244531,0
LOC105244532,0
LOC105244533,4
LOC105244534,0
LOC105244535,0
LOC105244536,0
LOC105244537,2
LOC105244538,0
LOC105244539,0
LOC105244540,0
LOC105244541,0
LOC105244542,0
LOC105244543,6
LOC105244544,0
LOC105244545,0
LOC105244546,5
LOC105244547,0
LOC105244548,0
LOC105244549,0
LOC105244550,0
LOC105244551,0
LOC105244552,0
LOC105244553,0
LOC105244554,0
LOC105244555,0
LOC105244556,0
LOC105244557,4
LOC105244558,0
LOC105244559,0
LOC105244560,0
LOC105244561,2
LOC105244562,10
LOC105244563,0
LOC105244564,0
LOC105244565,2
LOC105244566,0
LOC105244567,0
LOC105244568,0
LOC105244569,10
LOC105244570,1
LOC105244571,0
LOC105244572,0
LOC105244573,2
LOC105244574,0
LOC105244575,0
LOC105244576,0
LOC105244577,0
LOC105244578,0
LOC105244579,0
LOC105244580,0
LOC105244581,0
LOC105244582,0
LOC105244583,0
LOC105244584,0
LOC105244585,2
LOC105244586,1
LOC105244587,0
LOC105244588,0
LOC105244589,65
LOC105244590,0
LOC105244591,2
LOC105244592,0
LOC105244593,0
LOC105244594,0
LOC105244595,0
LOC105244596,1
LOC105244597,2
LOC105244598,0
LOC105244599,0
LOC105244600,1
LOC105244601,0
LOC105244602,0
LOC105244603,0
LOC105244605,0
LOC105244606,0
LOC105244608,0
LOC105244609,0
LOC105244610,2
LOC105244611,0
LOC105244612,0
LOC105244613,0
LOC105244615,0
LOC105244616,2
LOC105244617,0
LOC105244618,0
LOC105244619,0
LOC105244620,0
LOC105244621,0
LOC105244622,0
LOC105244623,0
LOC105244624,4
LOC105244625,4
LOC105244626,0
LOC105244627,0
LOC105244628,0
LOC105244629,1
LOC105244630,519
LOC105244631,0
LOC105244632,0
LOC105244633,0
LOC105244634,0
LOC105244635,0
LOC105244636,2
LOC105244637,0
LOC105244638,0
LOC105244639,5
LOC105244640,0
LOC105244641,0
LOC105244642,2
LOC105244643,0
LOC105244644,17
LOC105244645,6
LOC105244646,0
LOC105244647,0
LOC105244648,0
LOC105244649,0
LOC105244650,0
LOC105244651,0
LOC105244652,2
LOC105244653,1
LOC105244654,0
LOC105244655,0
LOC105244657,44
LOC105244658,0
LOC105244659,0
LOC105244660,2
LOC105244661,54
LOC105244662,0
LOC105244663,1
LOC105244664,1
LOC105244665,0
LOC105244666,11
LOC105244667,0
LOC105244668,0
LOC105244669,0
LOC105244670,0
LOC105244671,0
LOC105244672,0
LOC105244673,0
LOC105244674,55
LOC105244675,0
LOC105244676,0
LOC105244677,0
LOC105244678,40
LOC105244679,0
LOC105244680,0
LOC105244681,3
LOC105244682,0
LOC105244683,0
LOC105244684,0
LOC105244685,0
LOC105244686,0
LOC105244687,0
LOC105244688,0
LOC105244689,0
LOC105244690,0
LOC105244691,0
LOC105244692,0
LOC105244693,0
LOC105244694,0
LOC105244695,0
LOC105244696,0
LOC105244697,2
LOC105244698,0
LOC105244699,0
LOC105244700,0
LOC105244701,26
LOC105244702,0
LOC105244703,0
LOC105244704,0
LOC105244705,0
LOC105244706,0
LOC105244707,0
LOC105244708,0
LOC105244709,1
LOC105244710,0
LOC105244711,0
LOC105244712,0
LOC105244713,0
LOC105244714,0
LOC105244715,0
LOC105244716,5
LOC105244717,9
LOC105244718,0
LOC105244719,0
LOC105244720,6
LOC105244721,2
LOC105244722,0
LOC105244723,0
LOC105244724,0
LOC105244725,0
LOC105244726,0
LOC105244727,0
LOC105244728,0
LOC105244729,162
LOC105244730,0
LOC105244731,2
LOC105244732,4
LOC105244733,5
LOC105244734,0
LOC105244735,0
LOC105244736,0
LOC105244737,0
LOC105244738,0
LOC105244739,0
LOC105244740,0
LOC105244741,0
LOC105244742,0
LOC105244743,0
LOC105244744,0
LOC105244745,0
LOC105244746,12
LOC105244747,2
LOC105244748,433
LOC105244749,2
LOC105244751,0
LOC105244752,0
LOC105244753,0
LOC105244754,0
LOC105244755,0
LOC105244756,1
LOC105244757,0
LOC105244758,0
LOC105244759,0
LOC105244760,0
LOC105244761,0
LOC105244762,66
LOC105244764,0
LOC105244765,32
LOC105244767,0
LOC105244768,4
LOC105244769,0
LOC105244770,54
LOC105244771,0
LOC105244772,3
LOC105244773,1
LOC105244774,0
LOC105244775,0
LOC105244776,0
LOC105244777,0
LOC105244778,0
LOC105244779,0
LOC105244780,2
LOC105244781,2
LOC105244784,0
LOC105244785,6
LOC105244786,0
LOC105244787,0
LOC105244788,0
LOC105244789,0
LOC105244790,0
LOC105244791,0
LOC105244793,0
LOC105244794,124
LOC105244795,13
LOC105244796,0
LOC105244797,0
LOC105244798,2
LOC105244799,85
LOC105244800,0
LOC105244801,0
LOC105244802,0
LOC105244803,6
LOC105244804,0
LOC105244805,1
LOC105244806,48
LOC105244807,0
LOC105244808,10
LOC105244809,0
LOC105244810,1
LOC105244811,0
LOC105244812,0
LOC105244813,0
LOC105244814,0
LOC105244821,0
LOC105244822,0
LOC105244823,19
LOC105244824,0
LOC105244825,0
LOC105244826,0
LOC105244828,0
LOC105244829,1
LOC105244830,0
LOC105244831,0
LOC105244832,0
LOC105244833,0
LOC105244834,0
LOC105244835,1
LOC105244836,0
LOC105244837,0
LOC105244838,0
LOC105244840,0
LOC105244841,2
LOC105244842,0
LOC105244843,0
LOC105244844,2
LOC105244845,0
LOC105244846,0
