gene_id,Satrom-mRNA-3hC_GGCTAC_L003_001
LOC105244012,14
LOC105244013,0
LOC105244014,0
LOC105244015,0
LOC105244016,0
LOC105244017,31
LOC105244018,0
LOC105244019,0
LOC105244020,0
LOC105244021,0
LOC105244022,36
LOC105244023,8
LOC105244024,35
LOC105244025,0
LOC105244026,13
LOC105244027,146
LOC105244028,0
LOC105244029,0
LOC105244030,1
LOC105244031,0
LOC105244032,1
LOC105244033,0
LOC105244034,23
LOC105244035,0
LOC105244036,20
LOC105244037,35
LOC105244038,0
LOC105244040,0
LOC105244041,0
LOC105244042,0
LOC105244043,0
LOC105244044,0
LOC105244045,0
LOC105244046,0
LOC105244047,0
LOC105244048,3
LOC105244049,0
LOC105244050,0
LOC105244051,0
LOC105244052,0
LOC105244053,0
LOC105244054,0
LOC105244055,0
LOC105244056,0
LOC105244057,11
LOC105244058,1
LOC105244059,0
LOC105244060,0
LOC105244061,2
LOC105244062,1
LOC105244063,4
LOC105244064,0
LOC105244065,0
LOC105244066,1
LOC105244067,0
LOC105244068,0
LOC105244069,0
LOC105244070,0
LOC105244071,0
LOC105244072,0
LOC105244073,0
LOC105244074,0
LOC105244075,0
LOC105244076,0
LOC105244077,0
LOC105244078,4
LOC105244079,0
LOC105244080,0
LOC105244081,0
LOC105244082,0
LOC105244083,0
LOC105244084,1
LOC105244085,0
LOC105244086,5
LOC105244087,19
LOC105244088,17
LOC105244089,2
LOC105244090,0
LOC105244091,0
LOC105244092,0
LOC105244093,0
LOC105244094,4
LOC105244095,0
LOC105244096,0
LOC105244097,4
LOC105244098,0
LOC105244099,0
LOC105244100,0
LOC105244101,0
LOC105244102,37
LOC105244103,0
LOC105244104,0
LOC105244105,22
LOC105244106,0
LOC105244107,0
LOC105244108,0
LOC105244109,1
LOC105244110,2
LOC105244111,0
LOC105244112,2
LOC105244113,14
LOC105244114,7
LOC105244115,0
LOC105244116,22
LOC105244117,9
LOC105244118,2
LOC105244119,0
LOC105244120,0
LOC105244121,0
LOC105244122,6
LOC105244123,0
LOC105244124,0
LOC105244125,0
LOC105244126,4
LOC105244127,2
LOC105244128,0
LOC105244129,0
LOC105244130,2
LOC105244131,2
LOC105244132,0
LOC105244133,0
LOC105244134,0
LOC105244135,0
LOC105244136,0
LOC105244137,1
LOC105244138,0
LOC105244139,0
LOC105244140,0
LOC105244141,0
LOC105244142,0
LOC105244143,0
LOC105244144,0
LOC105244145,0
LOC105244146,0
LOC105244147,0
LOC105244148,2
LOC105244149,0
LOC105244150,27
LOC105244151,0
LOC105244152,10
LOC105244153,4
LOC105244154,0
LOC105244156,0
LOC105244157,0
LOC105244158,0
LOC105244159,0
LOC105244160,0
LOC105244161,9
LOC105244162,0
LOC105244164,2
LOC105244165,0
LOC105244166,0
LOC105244167,0
LOC105244168,24
LOC105244170,0
LOC105244171,0
LOC105244172,0
LOC105244173,4
LOC105244174,25
LOC105244176,0
LOC105244177,4
LOC105244178,0
LOC105244179,34
LOC105244180,0
LOC105244181,0
LOC105244182,0
LOC105244183,120
LOC105244184,0
LOC105244185,0
LOC105244186,0
LOC105244187,0
LOC105244188,0
LOC105244189,2
LOC105244190,0
LOC105244191,0
LOC105244192,22
LOC105244193,0
LOC105244194,0
LOC105244195,0
LOC105244196,0
LOC105244197,0
LOC105244198,0
LOC105244199,1
LOC105244200,0
LOC105244201,0
LOC105244202,0
LOC105244203,0
LOC105244204,0
LOC105244205,0
LOC105244206,0
LOC105244207,0
LOC105244208,82
LOC105244209,0
LOC105244210,10
LOC105244211,314
LOC105244212,64
LOC105244213,0
LOC105244214,0
LOC105244215,0
LOC105244216,0
LOC105244217,0
LOC105244218,2
LOC105244219,0
LOC105244220,20
LOC105244221,2
LOC105244222,0
LOC105244223,0
LOC105244224,0
LOC105244225,12
LOC105244226,14
LOC105244227,8
LOC105244228,6
LOC105244229,12
LOC105244230,0
LOC105244231,1
LOC105244232,0
LOC105244233,1
LOC105244234,0
LOC105244235,1
LOC105244236,0
LOC105244237,0
LOC105244238,0
LOC105244239,0
LOC105244240,30
LOC105244241,0
LOC105244242,10
LOC105244243,0
LOC105244244,0
LOC105244245,0
LOC105244246,0
LOC105244247,0
LOC105244248,0
LOC105244249,0
LOC105244250,0
LOC105244251,12
LOC105244252,5
LOC105244253,0
LOC105244254,0
LOC105244255,29
LOC105244256,1
LOC105244257,0
LOC105244258,0
LOC105244259,0
LOC105244260,2
LOC105244261,0
LOC105244262,0
LOC105244263,0
LOC105244264,0
LOC105244265,0
LOC105244266,0
LOC105244267,0
LOC105244268,0
LOC105244269,0
LOC105244270,0
LOC105244271,0
LOC105244272,4
LOC105244273,0
LOC105244274,0
LOC105244275,214
LOC105244276,1
LOC105244277,44
LOC105244278,0
LOC105244279,0
LOC105244280,0
LOC105244281,25
LOC105244282,36
LOC105244283,3
LOC105244284,0
LOC105244285,0
LOC105244286,0
LOC105244287,0
LOC105244288,0
LOC105244289,0
LOC105244290,0
LOC105244291,0
LOC105244292,2
LOC105244293,2
LOC105244294,0
LOC105244295,0
LOC105244296,0
LOC105244297,0
LOC105244298,10
LOC105244299,2
LOC105244300,2
LOC105244301,0
LOC105244302,78
LOC105244303,0
LOC105244304,0
LOC105244305,0
LOC105244306,0
LOC105244307,0
LOC105244308,0
LOC105244309,0
LOC105244310,0
LOC105244311,0
LOC105244312,0
LOC105244313,0
LOC105244314,0
LOC105244315,0
LOC105244316,2
LOC105244317,0
LOC105244318,0
LOC105244319,0
LOC105244320,0
LOC105244321,0
LOC105244322,0
LOC105244323,2
LOC105244324,0
LOC105244325,3
LOC105244326,4
LOC105244327,0
LOC105244328,6
LOC105244329,6
LOC105244330,1
LOC105244331,0
LOC105244332,2
LOC105244333,4
LOC105244334,5
LOC105244335,3
LOC105244336,15
LOC105244337,97
LOC105244338,0
LOC105244339,6
LOC105244340,5
LOC105244341,0
LOC105244342,173
LOC105244343,0
LOC105244344,10
LOC105244345,27
LOC105244346,2
LOC105244347,7
LOC105244348,0
LOC105244349,2
LOC105244350,0
LOC105244351,0
LOC105244352,0
LOC105244353,1
LOC105244354,19
LOC105244355,30
LOC105244356,20
LOC105244357,1
LOC105244358,0
LOC105244359,0
LOC105244360,0
LOC105244361,0
LOC105244362,0
LOC105244363,83
LOC105244364,23
LOC105244365,0
LOC105244366,73
LOC105244367,2
LOC105244368,2
LOC105244369,0
LOC105244370,0
LOC105244371,0
LOC105244372,0
LOC105244373,0
LOC105244374,0
LOC105244375,0
LOC105244376,0
LOC105244377,0
LOC105244378,0
LOC105244379,3
LOC105244380,0
LOC105244381,0
LOC105244382,0
LOC105244383,0
LOC105244384,0
LOC105244385,0
LOC105244386,0
LOC105244387,0
LOC105244388,452
LOC105244389,51
LOC105244390,0
LOC105244391,0
LOC105244392,6
LOC105244393,0
LOC105244394,0
LOC105244395,3
LOC105244396,136
LOC105244397,0
LOC105244398,12
LOC105244399,10
LOC105244400,0
LOC105244401,21
LOC105244402,35
LOC105244403,0
LOC105244404,0
LOC105244405,0
LOC105244406,0
LOC105244407,0
LOC105244408,11
LOC105244409,1
LOC105244410,0
LOC105244411,0
LOC105244412,0
LOC105244413,27
LOC105244414,0
LOC105244415,0
LOC105244416,0
LOC105244417,0
LOC105244418,0
LOC105244419,0
LOC105244420,0
LOC105244421,0
LOC105244422,0
LOC105244423,0
LOC105244424,0
LOC105244425,9
LOC105244426,0
LOC105244427,4
LOC105244428,0
LOC105244429,0
LOC105244430,0
LOC105244431,0
LOC105244432,24
LOC105244433,0
LOC105244434,0
LOC105244435,0
LOC105244436,0
LOC105244437,0
LOC105244438,3
LOC105244439,6
LOC105244440,0
LOC105244441,0
LOC105244442,0
LOC105244443,0
LOC105244444,0
LOC105244445,0
LOC105244446,0
LOC105244447,0
LOC105244448,2
LOC105244449,2
LOC105244450,0
LOC105244451,0
LOC105244452,2
LOC105244453,0
LOC105244454,0
LOC105244455,0
LOC105244456,0
LOC105244457,0
LOC105244458,0
LOC105244459,0
LOC105244460,6
LOC105244461,0
LOC105244462,0
LOC105244463,7
LOC105244464,0
LOC105244465,0
LOC105244466,2
LOC105244467,112
LOC105244468,0
LOC105244469,0
LOC105244470,0
LOC105244471,0
LOC105244472,0
LOC105244473,0
LOC105244474,0
LOC105244475,21
LOC105244476,4
LOC105244477,7
LOC105244478,0
LOC105244479,11
LOC105244480,0
LOC105244481,0
LOC105244482,0
LOC105244483,0
LOC105244484,35
LOC105244485,2
LOC105244486,0
LOC105244487,0
LOC105244488,2
LOC105244489,6
LOC105244490,77
LOC105244491,36
LOC105244492,0
LOC105244493,0
LOC105244494,2
LOC105244495,11
LOC105244496,0
LOC105244497,0
LOC105244498,15
LOC105244499,0
LOC105244500,0
LOC105244501,6
LOC105244502,0
LOC105244503,0
LOC105244504,0
LOC105244505,0
LOC105244506,15
LOC105244507,0
LOC105244508,0
LOC105244509,6
LOC105244510,0
LOC105244511,0
LOC105244512,27
LOC105244513,0
LOC105244514,0
LOC105244515,0
LOC105244516,0
LOC105244517,0
LOC105244518,0
LOC105244519,0
LOC105244520,0
LOC105244521,0
LOC105244522,0
LOC105244523,0
LOC105244524,0
LOC105244525,0
LOC105244526,0
LOC105244527,3
LOC105244528,0
LOC105244529,0
LOC105244530,0
LOC105244531,4
LOC105244532,0
LOC105244533,6
LOC105244534,0
LOC105244535,0
LOC105244536,0
LOC105244537,4
LOC105244538,0
LOC105244539,0
LOC105244540,0
LOC105244541,0
LOC105244542,0
LOC105244543,0
LOC105244544,0
LOC105244545,0
LOC105244546,5
LOC105244547,0
LOC105244548,0
LOC105244549,0
LOC105244550,0
LOC105244551,0
LOC105244552,0
LOC105244553,0
LOC105244554,0
LOC105244555,0
LOC105244556,0
LOC105244557,15
LOC105244558,0
LOC105244559,0
LOC105244560,0
LOC105244561,0
LOC105244562,23
LOC105244563,0
LOC105244564,0
LOC105244565,0
LOC105244566,0
LOC105244567,0
LOC105244568,0
LOC105244569,7
LOC105244570,1
LOC105244571,0
LOC105244572,0
LOC105244573,0
LOC105244574,0
LOC105244575,0
LOC105244576,0
LOC105244577,0
LOC105244578,0
LOC105244579,0
LOC105244580,0
LOC105244581,0
LOC105244582,0
LOC105244583,0
LOC105244584,0
LOC105244585,6
LOC105244586,2
LOC105244587,0
LOC105244588,0
LOC105244589,35
LOC105244590,0
LOC105244591,1
LOC105244592,0
LOC105244593,0
LOC105244594,0
LOC105244595,0
LOC105244596,2
LOC105244597,5
LOC105244598,0
LOC105244599,1
LOC105244600,0
LOC105244601,0
LOC105244602,0
LOC105244603,0
LOC105244605,2
LOC105244606,0
LOC105244608,0
LOC105244609,0
LOC105244610,7
LOC105244611,0
LOC105244612,0
LOC105244613,0
LOC105244615,0
LOC105244616,1
LOC105244617,0
LOC105244618,8
LOC105244619,0
LOC105244620,0
LOC105244621,0
LOC105244622,0
LOC105244623,0
LOC105244624,2
LOC105244625,8
LOC105244626,0
LOC105244627,0
LOC105244628,0
LOC105244629,0
LOC105244630,468
LOC105244631,0
LOC105244632,0
LOC105244633,0
LOC105244634,0
LOC105244635,0
LOC105244636,2
LOC105244637,0
LOC105244638,0
LOC105244639,0
LOC105244640,0
LOC105244641,0
LOC105244642,0
LOC105244643,0
LOC105244644,14
LOC105244645,14
LOC105244646,0
LOC105244647,0
LOC105244648,0
LOC105244649,0
LOC105244650,0
LOC105244651,0
LOC105244652,0
LOC105244653,2
LOC105244654,0
LOC105244655,0
LOC105244657,16
LOC105244658,0
LOC105244659,0
LOC105244660,0
LOC105244661,74
LOC105244662,0
LOC105244663,0
LOC105244664,0
LOC105244665,0
LOC105244666,16
LOC105244667,4
LOC105244668,0
LOC105244669,0
LOC105244670,0
LOC105244671,0
LOC105244672,0
LOC105244673,0
LOC105244674,110
LOC105244675,0
LOC105244676,0
LOC105244677,0
LOC105244678,17
LOC105244679,0
LOC105244680,0
LOC105244681,0
LOC105244682,0
LOC105244683,0
LOC105244684,0
LOC105244685,0
LOC105244686,0
LOC105244687,0
LOC105244688,0
LOC105244689,0
LOC105244690,0
LOC105244691,2
LOC105244692,0
LOC105244693,0
LOC105244694,0
LOC105244695,0
LOC105244696,0
LOC105244697,1
LOC105244698,2
LOC105244699,0
LOC105244700,0
LOC105244701,16
LOC105244702,0
LOC105244703,0
LOC105244704,0
LOC105244705,1
LOC105244706,0
LOC105244707,0
LOC105244708,0
LOC105244709,0
LOC105244710,0
LOC105244711,0
LOC105244712,0
LOC105244713,0
LOC105244714,0
LOC105244715,0
LOC105244716,1
LOC105244717,2
LOC105244718,0
LOC105244719,0
LOC105244720,3
LOC105244721,2
LOC105244722,0
LOC105244723,0
LOC105244724,0
LOC105244725,0
LOC105244726,0
LOC105244727,0
LOC105244728,0
LOC105244729,128
LOC105244730,0
LOC105244731,0
LOC105244732,0
LOC105244733,5
LOC105244734,0
LOC105244735,0
LOC105244736,0
LOC105244737,0
LOC105244738,0
LOC105244739,0
LOC105244740,0
LOC105244741,0
LOC105244742,0
LOC105244743,0
LOC105244744,0
LOC105244745,0
LOC105244746,5
LOC105244747,2
LOC105244748,87
LOC105244749,0
LOC105244751,0
LOC105244752,0
LOC105244753,0
LOC105244754,0
LOC105244755,0
LOC105244756,2
LOC105244757,0
LOC105244758,0
LOC105244759,2
LOC105244760,0
LOC105244761,0
LOC105244762,71
LOC105244764,0
LOC105244765,42
LOC105244767,0
LOC105244768,0
LOC105244769,0
LOC105244770,66
LOC105244771,0
LOC105244772,3
LOC105244773,0
LOC105244774,0
LOC105244775,0
LOC105244776,0
LOC105244777,0
LOC105244778,0
LOC105244779,0
LOC105244780,6
LOC105244781,0
LOC105244784,0
LOC105244785,2
LOC105244786,0
LOC105244787,0
LOC105244788,0
LOC105244789,0
LOC105244790,0
LOC105244791,0
LOC105244793,0
LOC105244794,135
LOC105244795,26
LOC105244796,0
LOC105244797,2
LOC105244798,6
LOC105244799,264
LOC105244800,0
LOC105244801,2
LOC105244802,0
LOC105244803,4
LOC105244804,0
LOC105244805,2
LOC105244806,87
LOC105244807,0
LOC105244808,7
LOC105244809,0
LOC105244810,1
LOC105244811,0
LOC105244812,0
LOC105244813,0
LOC105244814,0
LOC105244821,0
LOC105244822,0
LOC105244823,87
LOC105244824,0
LOC105244825,0
LOC105244826,0
LOC105244828,0
LOC105244829,3
LOC105244830,0
LOC105244831,0
LOC105244832,0
LOC105244833,0
LOC105244834,0
LOC105244835,0
LOC105244836,0
LOC105244837,0
LOC105244838,0
LOC105244840,0
LOC105244841,0
LOC105244842,2
LOC105244843,0
LOC105244844,3
LOC105244845,0
LOC105244846,0
LOC105244847,0
LOC105244848,6
LOC105244849,0
LOC105244850,0
LOC105244851,0
LOC105244852,6
LOC105244853,0
LOC105244854,0
LOC105244855,0
LOC105244857,0
LOC105244858,6
LOC105244859,0
LOC105244860,0
LOC105244861,0
LOC105244862,0
LOC105244863,0
LOC105244865,0
LOC105244866,2
LOC105244867,9
LOC105244868,0
LOC105244869,0
LOC105244870,0
LOC105244871,0
LOC105244872,7
LOC105244873,0
LOC105244874,1
LOC105244875,4
LOC105244876,0
LOC105244877,12
LOC105244878,10
LOC105244879,0
LOC105244881,0
LOC105244882,0
LOC105244883,0
LOC105244884,0
LOC105244885,0
LOC105244886,34
LOC105244887,1
LOC105244888,0
LOC105244889,0
LOC105244890,0
LOC105244891,0
LOC105244892,0
LOC105244893,0
LOC105244894,2
LOC105244895,0
LOC105244898,0
LOC105244899,0
LOC105244901,7
LOC105244902,0
LOC105244903,0
LOC105244904,0
LOC105244905,0
LOC105244906,0
LOC105244907,0
LOC105244908,0
LOC105244909,30
LOC105244910,0
LOC105244911,2
LOC105244912,0
LOC105244913,0
LOC105244914,0
LOC105244915,0
LOC105244916,0
LOC105244917,0
LOC105244918,6
LOC105244919,2
LOC105244920,0
LOC105244921,101
LOC105244922,16
LOC105244923,0
LOC105244924,16
LOC105244925,4
LOC105244926,6
LOC105244927,39
LOC105244928,4
LOC105244929,0
LOC105244930,2
LOC105244931,0
LOC105244932,2
LOC105244933,0
LOC105244934,3
LOC105244935,0
LOC105244936,0
LOC105244937,0
LOC105244938,0
LOC105244939,0
LOC105244940,1
LOC105244941,0
LOC105244942,0
LOC105244943,16
LOC105244944,3
LOC105244945,0
LOC105244946,10
LOC105244947,27
LOC105244948,0
LOC105244949,0
LOC105244951,0
LOC105244953,0
LOC105244954,2
LOC105244955,0
LOC105244956,0
LOC105244957,3
LOC105244958,0
LOC105244959,0
LOC105244960,0
LOC105244961,8
LOC105244962,45
LOC105244963,0
LOC105244964,0
LOC105244965,0
LOC105244966,3
LOC105244967,0
LOC105244968,0
LOC105244969,11
LOC105244970,0
LOC105244971,0
LOC105244972,0
LOC105244973,0
LOC105244974,0
LOC105244975,0
LOC105244976,4
LOC105244977,0
LOC105244978,58
LOC105244979,0
LOC105244980,2
LOC105244981,3
LOC105244982,0
LOC105244983,0
LOC105244984,0
LOC105244985,1
LOC105244986,0
LOC105244987,1
LOC105244988,0
LOC105244989,0
LOC105244990,0
LOC105244991,0
LOC105244992,0
LOC105244993,8
LOC105244994,0
LOC105244995,0
LOC105244996,0
LOC105244997,1
LOC105244998,0
LOC105244999,3
LOC105245000,0
LOC105245001,0
LOC105245002,0
LOC105245003,0
LOC105245004,0
LOC105245005,0
LOC105245006,22
LOC105245007,8
LOC105245008,0
LOC105245009,0
LOC105245010,0
LOC105245011,5
LOC105245012,0
LOC105245013,1
LOC105245014,0
LOC105245015,0
LOC105245016,3
LOC105245017,14
LOC105245018,0
LOC105245019,0
LOC105245020,0
LOC105245021,1
LOC105245022,0
LOC105245023,5
LOC105245024,0
LOC105245025,1
LOC105245027,0
LOC105245028,0
LOC105245029,2
LOC105245030,0
LOC105245031,0
LOC105245032,0
LOC105245033,0
LOC105245034,0
LOC105245035,0
LOC105245036,0
LOC105245037,0
LOC105245038,0
LOC105245039,0
LOC105245040,0
LOC105245041,0
LOC105245042,0
LOC105245043,23
LOC105245044,0
LOC105245046,347
LOC105245047,19
LOC105245048,0
LOC105245049,0
LOC105245050,1
LOC105245051,9
LOC105245052,0
LOC105245053,0
LOC105245054,0
LOC105245055,0
LOC105245059,5
LOC105245060,0
LOC105245061,0
LOC105245062,0
LOC105245063,0
LOC105245065,17
LOC105245066,0
LOC105245067,0
LOC105245068,3
LOC105245069,0
LOC105245070,0
LOC105245071,12
LOC105245072,0
LOC105245073,0
LOC105245074,0
LOC105245075,0
LOC105245076,5
LOC105245077,0
LOC105245078,0
LOC105245081,0
LOC105245082,18
LOC105245083,2
LOC105245085,2
LOC105245086,7
LOC105245087,3
LOC105245088,0
LOC105245090,1
LOC105245091,2
LOC105245092,0
LOC105245093,0
LOC105245094,0
LOC105245095,0
LOC105245096,0
LOC105245097,3
LOC105245098,0
LOC105245099,1
LOC105245101,0
LOC105245102,0
LOC105245103,22
LOC105245104,0
LOC105245105,0
LOC105245106,1
LOC105245107,0
LOC105245108,0
LOC105245109,0
LOC105245110,0
LOC105245111,0
LOC105245112,0
LOC105245113,0
LOC105245114,10
LOC105245115,0
LOC105245116,0
LOC105245117,0
LOC105245118,0
LOC105245119,0
LOC105245120,0
LOC105245121,0
LOC105245122,0
LOC105245123,6
LOC105245124,0
LOC105245125,0
LOC105245126,6
LOC105245127,1
LOC105245128,0
LOC105245129,18
LOC105245130,0
LOC105245131,21
LOC105245132,0
LOC105245133,0
LOC105245134,0
LOC105245135,6
LOC105245136,0
LOC105245137,0
LOC105245138,1
LOC105245139,0
LOC105245140,0
LOC105245141,361
LOC105245142,2
LOC105245143,0
LOC105245144,5
LOC105245145,0
LOC105245146,0
LOC105245147,0
LOC105245148,0
LOC105245149,0
LOC105245150,0
LOC105245151,0
LOC105245152,0
LOC105245153,0
LOC105245154,0
LOC105245155,0
LOC105245156,0
LOC105245157,0
LOC105245158,0
LOC105245159,0
LOC105245160,0
LOC105245161,0
LOC105245162,0
LOC105245163,4
LOC105245164,0
LOC105245165,0
LOC105245166,0
LOC105245168,0
LOC105245169,0
LOC105245170,0
LOC105245171,0
LOC105245172,0
LOC105245173,0
LOC105245174,0
LOC105245175,2
LOC105245176,0
LOC105245177,0
LOC105245179,0
LOC105245180,23
LOC105245181,0
LOC105245182,0
LOC105245183,2
LOC105245184,0
LOC105245185,0
LOC105245186,0
LOC105245187,4
LOC105245188,0
LOC105245189,0
LOC105245190,0
LOC105245191,0
LOC105245192,0
LOC105245193,7
LOC105245194,0
LOC105245195,0
LOC105245196,2
LOC105245197,0
LOC105245198,0
LOC105245199,0
LOC105245200,0
LOC105245201,0
LOC105245202,0
LOC105245203,0
LOC105245204,0
LOC105245205,0
LOC105245206,0
LOC105245207,0
LOC105245208,8
LOC105245209,0
LOC105245210,4
LOC105245211,60
LOC105245212,0
LOC105245213,2
LOC105245214,0
LOC105245215,1
LOC105245216,0
LOC105245217,0
LOC105245218,0
LOC105245219,0
LOC105245220,0
LOC105245221,0
LOC105245222,0
LOC105245223,0
LOC105245224,0
LOC105245225,0
LOC105245226,0
LOC105245227,0
LOC105245228,0
LOC105245229,5
LOC105245230,8
LOC105245231,21
LOC105245232,2
LOC105245233,5
LOC105245234,0
LOC105245235,0
LOC105245236,17
LOC105245237,7
LOC105245238,0
LOC105245239,0
LOC105245240,8
LOC105245241,2
LOC105245242,14
LOC105245243,0
LOC105245244,0
LOC105245245,3
LOC105245246,0
LOC105245247,0
LOC105245248,58
LOC105245249,0
LOC105245250,6
LOC105245251,0
LOC105245252,11
LOC105245253,0
LOC105245254,0
LOC105245255,10
LOC105245256,18
LOC105245257,11
LOC105245258,0
LOC105245259,0
LOC105245260,0
LOC105245261,0
LOC105245262,0
LOC105245263,0
LOC105245264,2
LOC105245265,0
LOC105245266,0
LOC105245267,0
LOC105245268,0
LOC105245269,0
LOC105245270,0
LOC105245271,0
LOC105245272,0
LOC105245273,2
LOC105245274,0
LOC105245275,0
LOC105245276,0
LOC105245277,0
LOC105245278,2
LOC105245279,0
LOC105245280,1
LOC105245281,0
LOC105245282,0
LOC105245283,6
LOC105245284,5
LOC105245285,0
LOC105245286,0
LOC105245287,0
LOC105245288,0
LOC105245289,0
LOC105245290,0
LOC105245291,0
LOC105245292,21
LOC105245293,0
LOC105245294,28
LOC105245295,1
LOC105245296,13
LOC105245297,39
LOC105245298,6
LOC105245299,1
LOC105245300,1
LOC105245301,0
LOC105245302,2
LOC105245303,0
LOC105245304,0
LOC105245305,0
LOC105245306,0
LOC105245307,6
LOC105245308,0
LOC105245309,0
LOC105245310,0
LOC105245311,0
LOC105245312,6
LOC105245313,0
LOC105245314,0
LOC105245315,0
LOC105245316,0
LOC105245317,0
LOC105245318,0
LOC105245319,0
LOC105245320,0
LOC105245321,0
LOC105245322,0
LOC105245323,2
LOC105245324,0
LOC105245325,1
LOC105245326,8
LOC105245327,0
LOC105245328,26
LOC105245329,0
LOC105245330,0
LOC105245331,0
LOC105245332,0
LOC105245333,0
LOC105245334,21
LOC105245335,0
LOC105245336,0
LOC105245337,0
LOC105245338,0
LOC105245339,0
LOC105245340,15
LOC105245341,0
LOC105245342,11
LOC105245343,2
LOC105245344,0
LOC105245345,0
LOC105245346,0
LOC105245347,0
LOC105245348,0
LOC105245349,0
LOC105245350,0
LOC105245351,0
LOC105245352,0
LOC105245353,4
LOC105245354,0
LOC105245355,0
LOC105245356,13
LOC105245357,0
LOC105245359,0
LOC105245360,0
LOC105245361,0
LOC105245362,1
LOC105245363,0
LOC105245364,0
LOC105245365,0
LOC105245366,83
LOC105245367,0
LOC105245368,15
LOC105245369,2
LOC105245370,0
LOC105245371,0
LOC105245372,0
LOC105245373,0
LOC105245374,0
LOC105245375,0
LOC105245376,0
LOC105245377,1
LOC105245378,0
LOC105245379,0
LOC105245380,0
LOC105245381,0
LOC105245382,0
LOC105245383,0
LOC105245384,0
LOC105245385,3
LOC105245386,0
LOC105245387,0
LOC105245388,0
LOC105245389,0
LOC105245390,0
LOC105245391,0
LOC105245392,0
LOC105245393,0
LOC105245394,0
LOC105245395,0
LOC105245396,0
LOC105245397,0
LOC105245398,4
LOC105245399,0
LOC105245400,0
LOC105245401,0
LOC105245402,0
LOC105245403,0
LOC105245404,0
LOC105245405,0
LOC105245406,0
LOC105245407,0
LOC105245408,0
LOC105245409,0
LOC105245410,1
LOC105245411,0
LOC105245412,0
LOC105245413,0
LOC105245414,0
LOC105245415,7
LOC105245416,0
LOC105245417,0
LOC105245418,0
LOC105245419,4
LOC105245420,0
LOC105245421,0
LOC105245422,0
LOC105245423,0
LOC105245424,0
LOC105245425,0
LOC105245426,0
LOC105245427,0
LOC105245428,4
LOC105245429,117
LOC105245430,0
LOC105245431,8
LOC105245432,5
LOC105245433,0
LOC105245434,0
LOC105245435,0
LOC105245436,383
LOC105245437,3
LOC105245438,0
LOC105245439,8
LOC105245440,1
LOC105245441,17
LOC105245442,0
LOC105245443,41
LOC105245444,0
LOC105245445,0
LOC105245446,0
LOC105245447,1
LOC105245448,1
LOC105245449,129
LOC105245450,25
LOC105245451,0
LOC105245452,0
LOC105245453,0
LOC105245454,0
LOC105245455,0
LOC105245456,0
LOC105245457,0
LOC105245458,0
LOC105245459,0
LOC105245460,0
LOC105245461,0
LOC105245462,0
LOC105245463,8
LOC105245464,88
LOC105245465,0
LOC105245466,0
LOC105245467,0
LOC105245468,0
LOC105245469,0
LOC105245470,4
LOC105245471,3
LOC105245472,0
LOC105245473,0
LOC105245474,0
LOC105245475,0
LOC105245476,2
LOC105245477,0
LOC105245478,0
LOC105245479,0
LOC105245480,0
LOC105245481,3
LOC105245482,1
LOC105245483,0
LOC105245484,0
LOC105245485,0
LOC105245486,0
LOC105245487,0
LOC105245488,0
LOC105245489,0
LOC105245490,0
LOC105245491,0
LOC105245492,0
LOC105245493,4
LOC105245494,0
LOC105245495,0
LOC105245496,0
LOC105245497,0
LOC105245498,0
LOC105245499,0
LOC105245500,0
LOC105245501,13
LOC105245502,0
LOC105245503,0
LOC105245504,0
LOC105245505,0
LOC105245506,0
LOC105245507,0
LOC105245508,0
LOC105245509,2
LOC105245510,0
LOC105245511,0
LOC105245512,0
LOC105245513,0
LOC105245514,0
LOC105245515,0
LOC105245516,0
LOC105245517,0
LOC105245518,0
LOC105245519,0
LOC105245520,0
LOC105245521,0
LOC105245522,0
LOC105245523,0
LOC105245524,0
LOC105245525,0
LOC105245526,0
LOC105245528,0
LOC105245529,0
LOC105245530,0
LOC105245531,0
LOC105245532,0
LOC105245533,42
LOC105245534,13
LOC105245535,0
LOC105245536,0
LOC105245537,0
LOC105245538,0
LOC105245539,0
LOC105245540,0
LOC105245541,0
LOC105245542,0
LOC105245543,0
LOC105245544,0
LOC105245545,0
LOC105245546,0
LOC105245547,5
LOC105245548,2
LOC105245549,0
LOC105245550,0
LOC105245551,0
LOC105245552,13
LOC105245553,13
LOC105245554,0
LOC105245555,0
LOC105245556,0
LOC105245557,0
LOC105245558,0
LOC105245559,0
LOC105245560,4
LOC105245561,0
LOC105245562,3
LOC105245563,5
LOC105245564,0
LOC105245565,0
LOC105245566,19
LOC105245567,0
LOC105245568,0
LOC105245569,0
LOC105245570,6
LOC105245571,22
LOC105245572,0
LOC105245573,0
LOC105245574,0
LOC105245575,0
LOC105245576,0
LOC105245577,0
LOC105245578,0
LOC105245579,0
LOC105245580,6
LOC105245585,2
LOC105245586,0
LOC105245587,0
LOC105245588,0
LOC105245589,0
LOC105245590,0
LOC105245591,0
LOC105245592,20
LOC105245593,29
LOC105245594,0
LOC105245595,0
LOC105245596,0
LOC105245597,0
LOC105245598,0
LOC105245599,0
LOC105245600,0
LOC105245601,0
LOC105245602,0
LOC105245603,9
LOC105245604,6
LOC105245605,0
LOC105245606,16
LOC105245607,24
LOC105245608,7
LOC105245609,10
LOC105245610,1
LOC105245611,0
LOC105245612,0
LOC105245613,6
